season,ndcg,average_ndcg
1989,0.7227265726449519,0.662649285817259
1996,0.830419897363192,0.662649285817259
2001,0.5531464700081437,0.662649285817259
2003,0.7860137352654724,0.662649285817259
2005,0.3391602052736161,0.662649285817259
2011,0.6843515475204855,0.662649285817259
2021,0.7227265726449519,0.662649285817259
