season,ndcg,average_ndcg
1989,0.7227265726449519,0.6780340464912934
1996,0.830419897363192,0.6780340464912934
2001,0.6843515475204855,0.6780340464912934
2003,0.7860137352654724,0.6780340464912934
2005,0.3391602052736161,0.6780340464912934
2011,0.6992148198508501,0.6780340464912934
2021,0.6843515475204855,0.6780340464912934
