season,ndcg,average_ndcg
1989,0.4852285551163225,0.5798956334897263
1996,0.6992148198508501,0.5798956334897263
2001,0.34519134224686937,0.5798956334897263
2003,0.8687949224876582,0.5798956334897263
2005,0.2772734273550482,0.5798956334897263
2011,0.6843515475204855,0.5798956334897263
2021,0.6992148198508501,0.5798956334897263
