season,ndcg,average_ndcg
1982,0.5531464700081437,0.7513727693743969
1988,0.8687949224876582,0.7513727693743969
2006,0.7227265726449519,0.7513727693743969
2007,0.8539316501572937,0.7513727693743969
2010,0.7227265726449519,0.7513727693743969
2011,0.8539316501572937,0.7513727693743969
2021,0.6843515475204855,0.7513727693743969
