player,season,MVP_rank,award_share,era,norm_vorp,norm_bpm,norm_ws,norm_ws_per_48,norm_pts_per_g,norm_ft_per_g,norm_fg_per_g,norm_fta_per_g,norm_fg2_per_g,norm_fga_per_g
Artis Gilmore,1982,,0.0,Physical Play,1.3021996322401548,1.3426721170290328,1.753222985411349,1.8260446422829917,0.16505709363706386,1.1523896250010275,-0.20738901164440707,1.1409533237900074,-0.22260534761811404,-1.1102002339629837
Rickey Green,1982,,0.0,Physical Play,0.0826411350096956,0.023933549323155737,-0.447467750341116,-0.6902726630614832,-0.652091757256296,-0.7561684948553951,-0.49087039446769737,-0.7709943990850759,-0.4481787665378023,-0.4351984917134896
Dave Greenwood,1982,,0.0,Physical Play,-0.22224848929791916,-0.3398564003888103,-0.17238140837205795,-0.44313435628657943,-0.696261965412694,-0.4734191437655548,-0.6609592241616714,-0.6585268859747768,-0.6173588307275686,-0.46454639355042404
Kevin Grevey,1982,,0.0,Physical Play,-1.1369173622207633,-1.158383787240734,-1.1695693980098938,-1.0497465638249797,-0.9833683184292797,-0.8975431704003154,-1.0011368835496202,-1.1083969384159726,-1.18129237802679,-0.5525900990612278
Darrell Griffith,1982,,0.0,Physical Play,-1.380829061666855,-1.4766999932387042,-1.6853562892018779,-1.9933655533291577,0.45216344665365,-0.8268558326278552,0.8698402430840958,-0.7147606425299263,0.792475037520485,1.1495882074809742
Elvin Hayes,1982,,0.0,Physical Play,-1.0759394373592404,-1.2493312746687255,-0.6537825068179098,-1.027279445027261,-0.3649854042397099,-0.11998245490325433,-0.4341741179030395,0.24121321890761505,-0.39178541180788035,-0.1710673751810788
Geoff Huston,1982,,0.0,Physical Play,-0.9539835876361945,-1.0219625560987466,-1.3758841544866873,-1.49908893977935,-1.6459214407752474,-1.1096051837176957,-1.6247959257608586,-1.1646306949711223,-1.6324392158661676,-1.579766663353936
Dan Issel,1982,,0.004,Physical Play,0.2045969847327416,0.38772349903512193,0.9623497522503072,1.4216365039240584,1.136801673077816,2.212699691587929,0.5296625836961476,1.9282259155621002,0.5669016186007961,0.3865427597206772
Dennis Johnson,1982,,0.001,Physical Play,0.1436190598712186,-0.021540194390839963,0.37779127556605824,0.11854361365638391,0.3859081344190531,1.0110149494561071,0.07609237117888323,0.8597845410142598,0.059361426031496675,0.4158906615576116
Eddie Johnson,1982,,0.0,Physical Play,-0.22224848929791916,-0.06701393810483576,-0.7569398850563066,-0.600404187870609,0.010461365089671586,0.5162035850488864,-0.20738901164440707,0.5786157582385123,-0.22260534761811404,0.269151152372939
Magic Johnson,1982,,0.097,Physical Play,2.8876256786397514,2.6614106847349097,2.0283093273804074,1.8035775234852731,0.1871421977152631,0.4455162472764266,0.01939609461422487,0.5223820016833626,0.059361426031496675,-0.20041527701801323
Marques Johnson,1982,,0.004,Physical Play,0.02166321014817259,0.7060397050330921,-0.2755387866104547,0.7026887023970655,-0.2766449879269145,-0.40273180599309466,-0.20738901164440707,-0.2086568335335809,-0.1662119928881916,-0.3765026880396208
Bobby Jones,1982,,0.0,Physical Play,0.6314424587634021,1.2517246296010411,0.41217706831219036,1.2194324347445915,-0.7404321735690917,-0.04929511713079418,-0.8877443304203039,-0.15242307697843108,-0.8429322496472574,-1.2569397431476563
Bernard King,1982,,0.014,Physical Play,0.5094866090403564,0.38772349903512193,0.5841060320428517,0.4555503956221615,1.203056985312413,0.6575782605938068,1.3234104556013606,0.9160182975694092,1.3564085848197063,0.7387175817638912
Reggie King,1982,,0.0,Physical Play,-0.7710498130516256,-0.7945938375287679,-0.7569398850563066,-0.89247673224095,-1.248389567367667,-0.7561684948553951,-1.2846182663729104,-0.6022931294196272,-1.2376857327567126,-1.3449834486584598
Ronnie Lester,1982,,0.0,Physical Play,-0.8320277379131487,-0.7945938375287679,-1.066412019771497,-0.9598780886341054,-1.3588150877586616,-0.544106481538015,-1.5114033726315423,-0.7147606425299263,-1.5196525064063233,-1.5210708596800666
John Long,1982,,0.0,Physical Play,-0.7710498130516256,-0.7036463501007764,-0.7913256778024388,-0.5554699502751722,0.9159506322958268,-0.11998245490325433,1.2100179024720439,-0.3773581031990293,1.2436218753598616,1.4137193240133854
Maurice Lucas,1982,,0.0,Physical Play,-0.283226414159442,-0.3398564003888103,0.13709072634313257,0.14101073245410245,-0.4312407164743068,-0.2613571304481743,-0.4341741179030395,-0.15242307697843108,-0.39178541180788035,-0.4351984917134896
Kyle Macy,1982,,0.0,Physical Play,0.38753075931731035,0.29677601160713035,0.7560349957735131,0.6577544648016284,-0.7846023817254898,-1.1802925214901556,-0.6609592241616714,-1.44579947774687,-0.8429322496472574,-0.7286775100828349
Rick Mahorn,1982,,0.0,Physical Play,-0.4661601887440109,-0.5217513752447933,-0.37869616484885144,-0.44313435628657943,-1.2263044632894682,-1.1802925214901556,-1.0578331601142779,-0.9959294253056739,-1.0121123138370238,-1.1102002339629837
Moses Malone,1982,1.0,0.735,Physical Play,1.9729568057169071,1.4336196044570244,2.887954146033714,2.050715830260177,2.947780207490128,2.99026040708499,2.6274248165884955,3.1091348032202393,2.653455743607915,2.499591691979963
Cedric Maxwell,1982,,0.0,Physical Play,0.2655749095942646,0.38772349903512193,0.7216492030273809,0.9498270091719695,-0.652091757256296,0.7282655983662666,-1.1145294366789362,0.8035507844591101,-1.0685056685669463,-1.374331350495394
Kevin McHale,1982,,0.0,Physical Play,-0.16127056443639615,0.06940729303715154,0.17147651908926473,0.6352873460039099,-0.9171130061946833,-0.8975431704003154,-0.7743517772909877,-0.9396956687505243,-0.7301455401874131,-0.9634607247783112
Mike Mitchell,1982,,0.0,Physical Play,-1.1369173622207633,-1.2493312746687255,-0.37869616484885144,-0.7576740194546387,0.6067591752010423,-0.685481157082935,1.0966253493427283,-0.6022931294196272,1.1308351659000175,1.0615445019701715
Sidney Moncrief,1982,7.0,0.146,Physical Play,1.729045106270815,1.5700408355990114,2.2002382911110687,2.0057815926647398,0.45216344665365,1.6472009894082482,-0.037300181950432984,1.422122106565755,-0.05342528342834721,-0.20041527701801323
Calvin Natt,1982,,0.0,Physical Play,0.3265528344557873,0.43319724274911753,0.7904207885196458,0.9947612467674066,-0.011623738988527647,0.23345423395904613,-0.09399645851509085,0.29744697546276483,-0.10981863815826966,-0.6112859027350966
Norm Nixon,1982,,0.0,Physical Play,-0.8320277379131487,-0.9764888123847508,-0.1379956156259258,-0.5105357126797351,-0.03370884306672609,-0.9682305081727752,0.3595737540021735,-1.1083969384159726,0.3413281996811074,0.44523856339454604
Mark Olberding,1982,,0.0,Physical Play,-0.8320277379131487,-0.7491200938147722,-0.6537825068179098,-0.24093028710711253,-0.8729427980382852,0.3041415717315063,-1.227921989808252,0.18497946235246573,-1.18129237802679,-1.0515044302891146
Robert Parish,1982,4.0,0.19,Physical Play,0.875354158209494,1.115303398459054,1.0311213377425714,1.4216365039240584,0.4742485507318484,-0.2613571304481743,0.7564476899547801,-0.15242307697843108,0.792475037520485,0.4158906615576116
Jim Paxson,1982,,0.0,Physical Play,0.0826411350096956,0.06940729303715154,0.17147651908926473,0.07360937606094682,0.2533975099498592,-0.6147938193104748,0.5863588602608054,-0.6585268859747768,0.5669016186007961,0.3865427597206772
Kelvin Ransey,1982,,0.0,Physical Play,-0.8320277379131487,-0.8855413249567594,-1.1351836052637614,-1.2070163954090094,-0.3649854042397099,-0.3320444682206345,-0.32078156477372327,-0.32112434664388,-0.33539205707795794,0.005020035840528208
Robert Reid,1982,,0.0,Physical Play,-0.4051822638824879,-0.567225118958789,-0.6193967140717774,-0.9149438510386686,-0.961283214351081,-1.0389178459452355,-0.7743517772909877,-1.0521631818608235,-0.7301455401874131,-0.46454639355042404
Micheal Ray Richardson,1982,,0.0,Physical Play,0.814376233347971,0.6150922176051007,-0.5162393358333807,-0.9149438510386686,0.03254646916787003,-0.685481157082935,0.2461812008728573,-0.5460593728644777,0.17214813549134106,0.7093696799269563
Cliff Robinson,1982,,0.0,Physical Play,-0.7100718881901026,-0.567225118958789,-1.203955190756026,-1.1171479202181351,0.16505709363706386,-0.1906697926757145,0.30287747743751514,-0.039955563868132475,0.3413281996811074,0.826761287274695
Truck Robinson,1982,,0.0,Physical Play,-0.7710498130516256,-0.8855413249567594,-0.03483823738752876,-0.1285946931185201,0.2975677181062577,-0.11998245490325433,0.4162700305668314,0.18497946235246573,0.45411490914095176,0.3571948578837423
Dan Roundfield,1982,,0.02,Physical Play,0.0826411350096956,0.43319724274911753,-0.17238140837205795,0.3207476828358502,0.1871421977152631,0.7989529361387271,-0.037300181950432984,0.8035507844591101,-0.05342528342834721,0.269151152372939
Campy Russell,1982,,0.0,Physical Play,-1.0759394373592404,-1.158383787240734,-1.3071125689944227,-1.364286226993039,-0.8508576939600864,-0.40273180599309466,-1.0011368835496202,-0.4898256163093284,-1.124899023296868,-0.846069117430573
Lonnie Shelton,1982,,0.0,Physical Play,-0.6490939633285797,-0.7036463501007764,-0.4130819575949839,-0.4880685938820165,-0.6300066531780971,-0.8975431704003154,-0.4341741179030395,-0.9396956687505243,-0.39178541180788035,-0.31780688436575144
Jack Sikma,1982,,0.048,Physical Play,1.3631775571016775,1.1607771421730497,1.9251519491420104,1.6238405731035253,0.4079932384972523,1.3644516383184078,0.01939609461422487,0.972252054124559,0.059361426031496675,0.2398032505360046
Rory Sparrow,1982,,0.0,Physical Play,-0.5271381136055339,-0.567225118958789,-0.4818535430872485,-0.5105357126797351,-1.6017512326188497,-1.463041872579996,-1.4547070960668844,-1.6145007474123185,-1.4068657969464788,-1.4917229578431324
Reggie Theus,1982,,0.0,Physical Play,-0.6490939633285797,-0.7036463501007764,-0.5850109213256453,-0.8250753758477944,0.14297198955886464,0.5868909228213469,-0.1506927350797492,0.46614824512821323,-0.278998702348036,0.18110744686213523
Isiah Thomas,1982,,0.004,Physical Play,-0.9539835876361945,-0.9764888123847508,-1.6165847037096133,-1.8136286029474096,-0.16621946753591993,0.4455162472764266,-0.4341741179030395,0.7473170279039607,-0.5045721212677248,0.2398032505360046
Mychal Thompson,1982,,0.001,Physical Play,0.6924203836249251,0.43319724274911753,0.41217706831219036,-0.03872621792764592,0.6730144874356392,-0.04929511713079418,0.8698402430840958,0.5223820016833626,0.9052617469803288,0.7387175817638912
Kelly Tripucka,1982,,0.02,Physical Play,-0.34420433902096503,-0.5217513752447933,0.17147651908926473,-0.21846316830939397,0.8496953200612307,1.7178883271807082,0.4162700305668314,1.6470571327863526,0.39772155441102985,0.47458646523148046
Kiki Vandeweghe,1982,,0.0,Physical Play,-0.283226414159442,-0.3398564003888103,0.24024810458152934,0.14101073245410245,0.8276102159830314,0.4455162472764266,0.8698402430840958,0.12874570579731642,0.9052617469803288,0.4158906615576116
Jay Vincent,1982,,0.001,Physical Play,-0.4051822638824879,-0.3853301441028061,-0.4818535430872485,-0.5554699502751722,0.8055251119048322,0.021392220641665974,1.0399290727780703,0.18497946235246573,1.0744418111700957,1.1495882074809742
Jerome Whitehead,1982,,0.0,Physical Play,-0.8930056627746715,-0.8855413249567594,-0.5850109213256453,-0.28586452470254964,-0.8729427980382852,-0.685481157082935,-0.8310480538556461,-0.7709943990850759,-0.7865388949173354,-1.1395481357999182
Jamaal Wilkes,1982,,0.001,Physical Play,-0.8320277379131487,-0.9764888123847508,0.24024810458152934,0.006208019667791176,0.7392697996702361,-0.40273180599309466,1.153321625907386,-0.32112434664388,1.1872285206299396,0.9735007964593676
Buck Williams,1982,,0.001,Physical Play,-0.22224848929791916,-0.29438265667481456,0.6528776175351166,0.5678859896107542,-0.4974960287089037,-0.40273180599309466,-0.4341741179030395,0.016278192687017325,-0.39178541180788035,-0.9634607247783112
Gus Williams,1982,5.0,0.167,Physical Play,1.7900230311323384,1.7064620667409987,1.0998929232348358,0.9947612467674066,1.2472271934688106,0.3041415717315063,1.4934992852953342,0.46614824512821323,1.4691952942795503,1.7365462442196646
Ray Williams,1982,,0.009,Physical Play,0.9973100079325398,1.0243559110310625,0.30901969007379393,0.27581344524041373,0.584674071122843,0.7989529361387271,0.4162700305668314,0.5786157582385123,0.39772155441102985,0.8561091891116289
Brian Winters,1982,,0.0,Physical Play,-0.5271381136055339,-0.15796142553282727,-0.5162393358333807,0.38814903922900584,-0.409155612396108,-1.1096051837176957,-0.2640852882090654,-1.1646306949711223,-0.5609654759976467,-0.22976317885494818
Mike Woodson,1982,,0.0,Physical Play,0.0826411350096956,0.3422497553211261,-0.447467750341116,-0.21846316830939397,-0.45332582055250603,-0.6147938193104748,-0.32078156477372327,-0.7147606425299263,-0.33539205707795794,-0.31780688436575144
Kareem Abdul-Jabbar,1983,,0.02,Physical Play,1.3027417808670514,1.4728677891153206,1.3506729630178747,1.5907468505873834,0.9707996547726833,0.052159125217669494,1.2079912620685547,0.11404362851852726,1.2678556247600365,0.42425110016905226
Alvan Adams,1983,,0.0,Physical Play,0.36602714689013777,0.5283656233303168,-0.1640247526303559,0.00048594680024041176,-0.7525764842302117,-0.8345460034827096,-0.5812481845591254,-1.0976699244908235,-0.548783620070141,-0.5326004690347794
Mark Aguirre,1983,,0.0,Physical Play,0.23221077060772172,0.15056475701631522,-0.026324960298698484,-0.20604144330198618,1.5603757023263045,1.3822168182682377,1.4388608680850297,1.689271247430683,1.3850581566845648,1.6502171732114623
Greg Ballard,1983,,0.0,Physical Play,0.6336598994549704,0.5283656233303168,0.3179245205304448,0.1037496418513537,0.10911158527123575,-0.8345460034827096,0.3999476410108929,-0.915912891539421,0.38883663532607954,0.6634639924700104
Gene Banks,1983,,0.0,Physical Play,0.16530258246651355,0.15056475701631522,0.3179245205304448,0.2483188149229123,-0.5938444714273133,-0.7606539094243446,-0.4658133815508878,-0.6735701809375508,-0.4315810881456133,-0.831616584410977
Larry Bird,1983,2.0,0.485,Physical Play,3.309987425103295,2.8896210377928266,2.4178463535882186,2.0038016307918367,1.3789676876944215,0.7171879717429539,1.4388608680850297,0.4775576944213323,1.3264568907223002,1.381102669372884
Otis Birdsong,1983,,0.0,Physical Play,-0.5706874870867756,-0.18001100100843612,-0.6115490777082421,0.08309690284113104,-0.5484924677693426,-1.5734669440663582,-0.0617915710220567,-1.3400126350926937,-0.07997349237203073,-0.1737811305833427
Rolando Blackman,1983,,0.0,Physical Play,-0.5706874870867756,-0.46336165074393726,-0.4394243372936705,-0.2473469213224312,0.04108357978427923,0.421619595509494,-0.11950897252617572,0.3563863391203971,-0.07997349237203073,-0.05417468443286361
Michael Brooks,1983,,0.0,Physical Play,-0.5037792989455675,-0.46336165074393726,-0.7836738181228137,-0.7636653965779974,-1.2060965208099208,-0.7606539094243446,-1.216139601104431,-0.6735701809375508,-1.2519988116173066,-1.1904359228624142
Kenny Carr,1983,,0.0,Physical Play,-1.3066775566400648,-1.360638708239691,-0.6459740257911566,-0.4538743114246578,-1.2514485244678917,-0.24340925101579008,-1.5047266086250246,-0.007127726782407921,-1.4864038754663615,-1.6090584843890907
Joe Barry Carroll,1983,,0.0,Physical Play,0.23221077060772172,0.056114540437814865,0.008099987784215718,-0.3093051383530992,1.4923476968393488,0.6432958776845886,1.6697304741015049,0.8410717603241378,1.7366657524581472,1.590413950136222
Bill Cartwright,1983,,0.0,Physical Play,0.4998435231725541,0.6700409481980673,1.0752733783545596,1.4255249385056028,-0.4124364567954299,0.8649721598596832,-0.8698351920797189,1.0228287932755402,-0.84178994988146,-1.2801407574752732
Tom Chambers,1983,,0.0,Physical Play,-1.3735857447812727,-1.4078638165289412,-0.9213736104544711,-1.0528037427211143,0.01840757795529425,0.7910800658013186,-0.23494377553441326,1.0228287932755402,-0.19717602429655842,-0.05417468443286361
Maurice Cheeks,1983,,0.0,Physical Play,1.3027417808670514,1.5673180056938212,0.8342987417741596,1.1363865923624854,-1.1380685153229644,-0.8345460034827096,-1.100704798096194,-0.915912891539421,-1.0761950137305154,-1.3997472036257523
Darwin Cook,1983,,0.0,Physical Play,0.09839439432530539,0.15056475701631522,-0.3361494930449275,-0.37126335538376715,-0.9793365025200663,-0.8345460034827096,-0.9275525935838375,-0.915912891539421,-0.9589924818059877,-0.6223053036476389
Dave Corzine,1983,,0.0,Physical Play,-1.1059529922164404,-1.12451316679344,-1.024648454703214,-1.073456481731337,-0.7979284878881825,-0.465085533190885,-0.8121177905756004,-0.3706417926852132,-0.7831886839191964,-0.8615181959485971
Pat Cummings,1983,,0.0,Physical Play,-1.3735857447812727,-1.4550889248181913,-1.024648454703214,-0.9082345696495557,-1.1380685153229644,-1.204006473774534,-0.9852699950879564,-1.2794269574422263,-0.9589924818059877,-0.9811246420990757
Terry Cummings,1983,,0.013,Physical Play,0.6336598994549704,0.7644911647765678,0.593324105193759,0.7439845511682556,1.4016436895234066,0.569403783626224,1.6120130725973862,0.8410717603241378,1.6780644864958838,1.381102669372884
Brad Davis,1983,,0.0,Physical Play,0.031486206184097226,0.2922400818840658,0.11137483203295863,0.49615168304558366,-1.3421525317838334,-0.7606539094243446,-1.4470092071209062,-1.037084246840356,-1.4864038754663615,-1.8482713766900485
Walter Davis,1983,,0.0,Physical Play,0.2991189587489299,0.43391540675181633,0.38677441669627316,0.5787626390864743,0.3358716035610903,-0.8345460034827096,0.7462520500356056,-1.037084246840356,0.7404442310996622,0.6036607693947712
Larry Drew,1983,,0.004,Physical Play,0.09839439432530539,0.1033396487270651,0.07694988395004443,0.00048594680024041176,0.5853076236799306,0.4955116895678587,0.573099845523249,0.2958006614699298,0.6232416991751349,0.6335623809323903
Alex English,1983,6.0,0.056,Physical Play,1.8380072859967163,1.5200928974045707,1.1441232745203886,0.7852900291887008,2.4674157754857227,1.1605405360931431,2.708643701175641,0.9016574379746052,2.791488539778895,2.547265519340055
Julius Erving,1983,5.0,0.149,Physical Play,1.9718236622791325,2.417369954900325,1.3506729630178747,1.8385797187100552,0.880095647456741,0.8649721598596832,0.8039694515397241,0.9016574379746052,0.8576467630241904,0.6634639924700104
World B. Free,1983,,0.0,Physical Play,-0.16923835823952696,-0.13278589271918587,-0.4394243372936705,-0.4951797894451031,1.4469956931813772,1.8255693826184276,1.0925564590603176,2.113370990983956,1.0334505609109812,1.620315561673842
George Gervin,1983,,0.04,Physical Play,0.2991189587489299,0.19778986530556547,0.8342987417741596,0.6407208561171422,1.9685437352480428,2.3428140410269815,1.5542956710932667,1.9921996356830207,1.5608619545713556,1.7399220078243207
Artis Gilmore,1983,,0.044,Physical Play,0.7674762757373864,0.6700409481980673,1.3850979111007888,1.2603030264238215,0.10911158527123575,0.7910800658013186,-0.11950897252617572,0.9016574379746052,-0.07997349237203073,-0.9811246420990757
Rickey Green,1983,,0.0,Physical Play,0.36602714689013777,0.2922400818840658,-0.12959980454744172,-0.2886523993428765,-0.729900482401226,-0.7606539094243446,-0.6389655860632438,-0.915912891539421,-0.6073848860324046,-0.5924036921100193
Dave Greenwood,1983,,0.0,Physical Play,-1.1728611803576485,-1.1717382750826901,-1.1623482470348714,-1.1354146987620048,-1.7049685610476006,-0.9823301915994392,-1.7933136161456185,-0.9764985691898885,-1.7794102052776808,-1.6090584843890907
Darrell Griffith,1983,,0.0,Physical Play,-0.9721366159340242,-1.0772880585041897,-1.437747831698186,-1.651733174017571,1.0615036620886247,-0.9084380975410742,1.6120130725973862,-0.7947415362384858,1.3850581566845648,1.8296268424371802
Elvin Hayes,1983,,0.0,Physical Play,-1.2397693684988567,-1.3134135999504406,-1.5754476240298432,-1.6104276959971255,-1.0473645080070224,-0.7606539094243446,-1.042987396592075,-0.6129845032870833,-1.0175937477682513,-0.9213214190238364
Geoff Huston,1983,,0.0,Physical Play,-1.507402121063689,-1.5495391413966917,-1.2311981432007,-1.4039003058948991,-1.2060965208099208,-0.9823301915994392,-1.1584221996003126,-0.8553272138889534,-1.134796279692779,-1.1007310882495547
Dan Issel,1983,,0.0,Physical Play,0.16530258246651355,0.33946519017331606,0.4900492609450164,0.7646372901784781,0.9254476511147125,1.1605405360931431,0.7462520500356056,0.9016574379746052,0.7404442310996622,0.6335623809323903
Dennis Johnson,1983,,0.0,Physical Play,-0.23614654638073515,-0.22723610929768628,-0.12959980454744172,-0.06147227023042756,-0.7525764842302117,0.2738354073927641,-1.042987396592075,0.17462930616899458,-1.0761950137305154,-0.8615181959485971
Eddie Johnson,1983,,0.0,Physical Play,-0.9721366159340242,-0.7939374087686887,-1.3688979355323574,-0.9701927866802237,-0.34440845130847336,-0.3173013450741551,-0.3503785785426503,-0.3706417926852132,-0.4901823541078774,0.005628538642375674
Eddie Johnson,1983,,0.0,Physical Play,-0.36996292266315134,-0.5578118673224377,0.14579978011587313,-0.1440832262713182,0.5172796181929741,-0.3173013450741551,0.7462520500356056,-0.3706417926852132,0.6232416991751349,0.783070438620489
Frank Johnson,1983,,0.0,Physical Play,-0.9721366159340242,-0.9828378419256892,-1.3688979355323574,-1.3832475668846766,-1.1380685153229644,-0.39119343913252,-1.3315744041126685,-0.43122747033568076,-1.427802609504098,-0.741911749798118
George Johnson,1983,,0.0,Physical Play,-1.7750348736285215,-1.9273400077106935,-2.057396897190644,-2.209357127293582,-1.3421525317838334,-1.4256827559496288,-1.1584221996003126,-1.4611839903936288,-1.1933975456550425,-1.070829476711935
Magic Johnson,1983,3.0,0.406,Physical Play,3.042354672538462,2.747945712925076,1.9014721323445036,1.6320523286078288,-0.16300043667658956,0.2738354073927641,-0.2926611770385318,0.17462930616899458,-0.255777290258822,-0.6821085267228783
Marques Johnson,1983,,0.002,Physical Play,1.637282721573092,1.4728677891153206,1.2818230668520456,1.0744283753318176,0.880095647456741,-0.09562506289906046,1.1502738605644363,-0.007127726782407921,1.2092543587977729,1.1119881655343067
Vinnie Johnson,1983,,0.0,Physical Play,0.23221077060772172,0.33946519017331606,0.24907462436461605,0.39288798799447033,-0.3897604549664441,-0.3173013450741551,-0.40809598004676934,-0.43122747033568076,-0.4315810881456133,-0.5026988574971598
Clark Kellogg,1983,,0.0,Physical Play,-0.16923835823952696,-0.22723610929768628,-0.060749908381612996,-0.18538870429176352,0.5853076236799306,-0.1695171569574251,0.8039694515397241,-0.1282990820833431,0.7990454970619267,1.0222833309214472
Albert King,1983,,0.0,Physical Play,-0.4368711108043593,-0.41613654245468706,-0.4394243372936705,-0.3299578773633218,-0.1176484330186188,-0.9084380975410742,0.2267954364985369,-0.9764985691898885,0.21303283743928828,0.42425110016905226
