season,ndcg,average_ndcg
1982,0.6992148198508501,0.8030354342561913
1988,0.8687949224876582,0.8030354342561913
2006,0.6992148198508501,0.8030354342561913
2007,0.8687949224876582,0.8030354342561913
2010,0.8687949224876582,0.8030354342561913
2011,0.7860137352654724,0.8030354342561913
2021,0.830419897363192,0.8030354342561913
