season,ndcg,average_ndcg
1982,0.7227265726449519,0.7722659129081227
1988,0.8687949224876582,0.7722659129081227
2006,0.7227265726449519,0.7722659129081227
2007,0.8687949224876582,0.7722659129081227
2010,0.8687949224876582,0.7722659129081227
2011,0.6548086577531307,0.7722659129081227
2021,0.6992148198508501,0.7722659129081227
